Datetime,Hash,Commit Msg,Filename,Removed Test Case,Manual Validation,Final Results,Ajay Manual Validation,Suraj Manual Validation,Ajay Comments,Suraj Comments
,,,,testUnusedPrivateInstanceVar3,yes,yes,yes,yes,,commented out
,,,,testUnusedPrivateInstanceVar4,yes,yes,yes,yes,,commented out
,,,,testUnusedPrivateInstanceVar6,yes,yes,yes,yes,,commented out
,,,,testUnusedPrivateInstanceVar7,yes,yes,yes,yes,,commented out
,,,,testUnusedPrivateInstanceVar8,yes,yes,yes,yes,,commented out
,,,,testIfElseStmtsMustUseBraces1,yes,yes,yes,yes,,commented out
07/01/2002 11:18:17,f6af917772d70abdf28cfd9e5c7b4fed4c32365e,"Removed text report


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@148 51baf565-9d33-0410-a72c-fc3788e3496d",ReportTest.java,testRenderText,yes,yes,yes,yes,,
07/01/2002 11:31:50,ea4f9c8903161509c633b5d91bd257062110d399,"moved Report to its own package


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@149 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetTest.java,testApply0Rules,yes,yes,yes,yes,,commented out
,,,,testApply1Rule,yes,yes,yes,yes,,commented out
,,,,testApplyNRule,yes,yes,yes,yes,,commented out
07/01/2002 12:44:49,c608b10430729f8745dd5688b3148e7cd045bfa6,"refactoring report


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@150 51baf565-9d33-0410-a72c-fc3788e3496d",ReportTest.java,testRenderXML,yes,yes,yes,yes,,commented out
,,,,testRenderHTML,yes,yes,yes,yes,,commented out
,,,RuleViolationTest.java,testBasic,no,no,no,no,,
07/01/2002 16:29:53,7e198b29d84b2de26598c639f9d49eeb216df681,"RuleFactory has been replaced with RuleSetFactory


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@154 51baf565-9d33-0410-a72c-fc3788e3496d",RuleFactoryTest.java,testCougaar,yes,yes,yes,yes,,
,,,,testAll,yes,yes,yes,yes,,
,,,,testGeneral,yes,yes,yes,yes,,
,,,,testException,yes,yes,yes,yes,,
,,,,testConcatenatedList,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
07/02/2002 10:11:46,6a96a5ba113e9a31c338bef1133ab4a21b875094,"updating tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@164 51baf565-9d33-0410-a72c-fc3788e3496d",FunctionalTest.java,testRemoveMe,yes,yes,yes,yes,empty test,empty test
07/08/2002 9:46:13,9f85ecdd79aff0a484f0668338574b07cc4d933d,"refactoring reports into renderers


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@229 51baf565-9d33-0410-a72c-fc3788e3496d",ReportFactoryTest.java,testXML,yes,yes,yes,yes,,
,,,,testHTML,yes,yes,yes,yes,,
,,,,testUnknownType,yes,yes,yes,yes,,
07/11/2002 12:46:04,38b2b884c14b2a824c8f1d5f19a363324559fbc5,"Implementing Feature: 579401

Changed sort order of the RuleViolations to have reports
make more sense as well.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@292 51baf565-9d33-0410-a72c-fc3788e3496d",ReportTest.java,testSortedReport,no,no,no,no,,
07/12/2002 8:28:16,74aa0f63637675d5bea652f72910eb599d090eba,"adding the concept of registered rulesets


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@316 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedLocalVariableTest.java,testUnusedLocal10,yes,yes,yes,yes,,commented out
07/12/2002 19:43:28,d702bad87e60b831a5297b3fbe945f5a1f89d7eb,"starting to work on type resolution


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@338 51baf565-9d33-0410-a72c-fc3788e3496d",TypeSetTest.java,testFindClass,no,no,no,no,,
07/12/2002 20:00:44,9992d0f51104ce8fec3d5a96c58e8080ac7120ef,"starting to work on type resolution


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@339 51baf565-9d33-0410-a72c-fc3788e3496d",TypeSetTest.java,testImplicitImportResolver,no,no,no,no,,
,,,,testCurrentPackageResolver,no,no,no,no,,
07/15/2002 16:31:04,b17e43333b574d109f8487a35b07f311cbfe9a2e,"fixing unused local variable bugs


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@365 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testAddSameSymbol,yes,yes,yes,yes,,
07/16/2002 10:59:06,dfe94cf86887a0620560392c918be672d64d709f,"moved cougaar rules to separate project


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@379 51baf565-9d33-0410-a72c-fc3788e3496d",CreateAThreadRuleTest.java,testCreateAThread,yes,yes,yes,yes,,
,,,CreatesATimerTest.java,testCreateATimer,yes,yes,yes,yes,,
,,,SystemInRuleTest.java,testSystemIn,yes,yes,yes,yes,,
,,,SystemOutRuleTest.java,testSystemOut,yes,yes,yes,yes,,
,,,SystemPropsRuleTest.java,testProps,yes,yes,yes,yes,,
,,,,testProps2,yes,yes,yes,yes,,
07/16/2002 11:25:25,ecd8b789224cfab851756eaa128f02692d90260b,"tweak


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@380 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedPrivateInstanceVariableRuleTest.java,testUnusedPrivateInstanceVar1,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar2,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar3,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar4,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar6,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar7,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar8,no,no,no,no,,
,,,,testUnusedPrivateInstanceVar9,no,no,no,no,,
07/22/2002 13:27:29,002bb4a596fe2a53e079311c72a0a7dcd0286511,"added LooseCouplingRule


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@461 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedLocalVariableTest.java,testUnusedLocal1,no,no,no,no,,
,,,,testUnusedLocal2,no,no,no,no,,
,,,,testUnusedLocal3,no,no,no,no,,
,,,,testUnusedLocal4,no,no,no,no,,
,,,,testUnusedLocal5,no,no,no,no,,
,,,,testUnusedLocal6,no,no,no,no,,
,,,,testUnusedLocal7,no,no,no,no,,
,,,,testUnusedLocal8,no,no,no,no,,
,,,,testUnusedLocal9,no,no,no,no,,
,,,,testUnusedLocal10,no,no,no,no,,
,,,,testUnusedLocal11,no,no,no,no,,
,,,,testUnusedLocal12,no,no,no,no,,
,,,,testUnusedLocal13,no,no,no,no,,
08/01/2002 13:52:27,86c41378b6f3670cd91cbf4fd10174cd167bb5bb,"refactoring


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@594 51baf565-9d33-0410-a72c-fc3788e3496d",OccurrencesTest.java,testConsolidate,yes,yes,yes,yes,,not significant
08/01/2002 14:14:18,56279206140494dbfd7039467a94ecf1b9bfd982,"refactoring; removed the Occurrence class - it was essentially just wrapping a Token


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@599 51baf565-9d33-0410-a72c-fc3788e3496d",OccurrenceTest.java,testBasic,yes,yes,yes,yes,,already existed functionality in another class
08/01/2002 16:22:55,9e71af05bc4bc49426aa28e9fc9709e3ae4fa067,"tweak


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@602 51baf565-9d33-0410-a72c-fc3788e3496d",CPDTest.java,testBasic3,yes,yes,yes,yes,,not significant
08/02/2002 10:09:21,f22958b07f9c6f16c9ad8bcd390bae34a371bfa3,"removed these tests since CPD has its own module now


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@610 51baf565-9d33-0410-a72c-fc3788e3496d",CPDTest.java,testBasic,yes,yes,yes,yes,,
,,,,testBasic2,yes,yes,yes,yes,,
,,,GSTTest.java,test1,yes,yes,yes,yes,,
,,,OccurrencesTest.java,testBasic,yes,yes,yes,yes,,
,,,,testInitialFrequencyCount,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
,,,,testDeleteSolo,yes,yes,yes,yes,,
,,,TileTest.java,testConstructors,yes,yes,yes,yes,,
,,,,testCopy,yes,yes,yes,yes,,
,,,,testEquality,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,TokenListTest.java,testBasic,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testHasTokenAfter,yes,yes,yes,yes,,
,,,TokenSetsTest.java,testBasic,yes,yes,yes,yes,,
,,,TokenTest.java,testBasic,yes,yes,yes,yes,,
08/09/2002 11:29:36,79017085fdeb97cf382665d3a18193c4bf235006,"tweak


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@671 51baf565-9d33-0410-a72c-fc3788e3496d",OccurrencesTest.java,testBasic,no,no,no,no,,
08/09/2002 16:06:57,8fa70b58aa054bd6e973398b0c85dd45a2cb4193,"Turned off one test.  Not sure why its not working, but things are
going better now.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@681 51baf565-9d33-0410-a72c-fc3788e3496d",LongParameterListRuleTest.java,testTwoLongMethods,yes,yes,yes,yes,,commented
08/20/2002 11:37:12,b719788981f3355e23d67e46952bfdae07e40430,"fixed properties bug and updated tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@727 51baf565-9d33-0410-a72c-fc3788e3496d",RuleSetFactoryTest.java,testCreateSingleRuleWithPropsSet,yes,yes,yes,yes,,
,,,,testCreateSingleRuleNoPropsSet,yes,yes,yes,yes,,
,,,,testCreateSingleRuleSet,no,no,no,no,,
,,,,testCreateMultipleRuleSet,no,no,no,no,,
08/28/2002 13:27:25,4797bff7f99f6999f444592370732eb5e6b23dda,"Multiple parameters work together.


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@810 51baf565-9d33-0410-a72c-fc3788e3496d",StatisticalRuleTest.java,testMinimumValue,conflict,no,yes,no,,refactor
,,,,testSigma,conflict,no,yes,no,,refactor
,,,,testTopScore,conflict,no,yes,no,,refactor
09/30/2002 15:00:22,0a534defd7405b5d5c41e4754c991d83a0c81609,"fixed scoping problem with new symbol table code


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1028 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testParentContains2,no,no,no,no,,
10/01/2002 13:37:46,2af02643f2f0ee8acd69d7ffdb90335ef4e5031e,"slowly refactoring towards a nicer symbol table


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1036 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testParent,yes,yes,yes,yes,,
,,,,testRecordPossibleUsage,conflict,no,yes,no,,refactored
,,,,testRecordPossibleUsage2,yes,yes,yes,yes,,
10/02/2002 9:59:45,85912c0c33cca3501b4746f162f7ebb61f1fe952,"more refactoring of symbol table.  getting nicer all the time... and more tests, too....


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1042 51baf565-9d33-0410-a72c-fc3788e3496d",ScopeTest.java,testAdd,yes,yes,yes,yes,,
,,,,testUnused,yes,yes,yes,yes,,
,,,,testUnused2,yes,yes,yes,yes,,
,,,,testUnused3,yes,yes,yes,yes,,
10/02/2002 15:16:39,8b51e7b5cd9578de40d133e4ea7e2a7d2c70cc72,"more refactoring.  didn't really get anywhere, but everything still works


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1044 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testParentContains,yes,yes,yes,yes,missing a test,
,,,,testRecordUsage,yes,yes,yes,yes,,
,,,,testRecordOccurrence,yes,yes,yes,yes,,
,,,,testRecordOccurrence2,yes,yes,yes,yes,,
,,,,testRecordUsageParent,yes,yes,yes,yes,,
,,,,testRecordUsageParent2,yes,yes,yes,yes,,
10/03/2002 10:00:05,7684cad4b48b9a2796bfbc90eb32b54296911738,"more tests, refactoring


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1053 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testAdd,no,no,no,no,,
,,,,testRemove,no,no,no,no,,
,,,,testGet,no,no,no,no,,
10/09/2002 17:34:43,c034f3536adbded3827febd175099fdaf4ed5a06,"new symbol table code is working


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1092 51baf565-9d33-0410-a72c-fc3788e3496d",NamespaceTest.java,testBasic,yes,yes,yes,yes,,
,,,,testParent,yes,yes,yes,yes,,
10/21/2002 10:20:44,6b0352cdf5591e2cb97176f194fde6035850dfb5,"added and removed tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1134 51baf565-9d33-0410-a72c-fc3788e3496d",EmptyIfStmtRuleTest.java,testEmptyIf,conflict,no,yes,no,,
,,,StringToStringRuleTest.java,testParam,yes,yes,yes,yes,,
,,,,testInstanceVar,yes,yes,yes,yes,missing a test,
,,,,testPrimitiveType,yes,yes,yes,yes,,
,,,,testMultipleSimilarParams,yes,yes,yes,yes,,
,,,ClassScopeTest.java,testContains,yes,yes,yes,yes,,
,,,,testContainsQualified,yes,yes,yes,yes,,
,,,DeclarationFinderTest.java,testDeclarationsAreFound,yes,yes,yes,yes,,
,,,LocalScopeTest.java,testAdd,yes,yes,yes,yes,,
,,,,testUnused,yes,yes,yes,yes,,
,,,,testNameWithThisOrSuperIsNotFlaggedAsUnused,yes,yes,yes,yes,,
,,,,testUnused2,yes,yes,yes,yes,,
,,,,testParent,yes,yes,yes,yes,,
,,,LookupControllerTest.java,testLookupFound,yes,yes,yes,yes,,
,,,,testLookupNotFound,yes,yes,yes,yes,,
,,,NameDeclarationTest.java,testBasic,yes,yes,yes,yes,missing a test,
,,,NameOccurrenceTest.java,testQualifiedWithDot,yes,yes,yes,yes,,
,,,,testQualifiedWithThisOrSuper,yes,yes,yes,yes,,
,,,,testObjectName,yes,yes,yes,yes,,
,,,,testQualifiersBrokenDown,yes,yes,yes,yes,,
,,,,testScope,yes,yes,yes,yes,,
10/21/2002 10:37:16,f72dc2d18446f6e2bbd38b0896ec94c990f40a9f,"rewriting tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1139 51baf565-9d33-0410-a72c-fc3788e3496d",ClassScopeTest.java,test1,yes,yes,yes,yes,empty test,empty test
10/21/2002 14:47:05,ad6b45592698048183e06e9deb705d77cd1d6a13,"method names are now stored in a separate symbol table


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1141 51baf565-9d33-0410-a72c-fc3788e3496d",JUnitStaticSuiteRuleTest.java,test1,no,no,no,no,,renamed
,,,,test2,no,no,no,no,,
10/21/2002 15:35:43,8665d850e7fe7cc630ed69ac5bb1d99a17bc8449,"added tests


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1143 51baf565-9d33-0410-a72c-fc3788e3496d",LocalScopeTest.java,test1,conflict,yes,no,yes,commented out tests,empty test
10/21/2002 15:43:48,3f6a4d670554ebbd6b9232cf5625f31b47cfff8c,"minor refactoring


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1144 51baf565-9d33-0410-a72c-fc3788e3496d",LookupControllerTest.java,test1,yes,yes,yes,yes,empty test,empty test
10/22/2002 8:32:35,cdfb78be31b7f45426ee67e8295c1ba0dae306b7,"moved the symbol table code into ScopeCreator


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1150 51baf565-9d33-0410-a72c-fc3788e3496d",SymbolTableTest.java,testPush,yes,yes,yes,yes,,
,,,,testPop,yes,yes,yes,yes,,
,,,,testPeek,yes,yes,yes,yes,,
,,,,testParentLinkage,yes,yes,yes,yes,,
10/31/2002 10:48:24,c77a632c35d0ec9c30a45110bebe9c189b09b9b3,"fixed bug 631605


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1180 51baf565-9d33-0410-a72c-fc3788e3496d",OnlyOneReturnRuleTest.java,test1,no,no,no,no,,
,,,,test2,no,no,no,no,,
,,,,test3,no,no,no,no,,
11/06/2002 7:29:05,b5299c890df4c8fc49835da5fe8a44a7424c150c,"added Paul Kendall's enhancements to EmptyCatchBlockRule.  Added new tests. Fixed stuff PMD found


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1207 51baf565-9d33-0410-a72c-fc3788e3496d",EmptyCatchBlockRuleTest.java,testEmptyCatchBlock,no,no,no,no,,
,,,,testEmptyCatchBlock2,no,no,no,no,,
,,,,testEmptyCatchBlock3,no,no,no,no,,
11/06/2002 13:13:48,f9f35e07020ba50a6d322693b1c037c5abdbbb1d,"modified this rule to do what we really want it to - find duplicate literals


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1208 51baf565-9d33-0410-a72c-fc3788e3496d",AvoidStringLiteralsRuleTest.java,testLiteralStringArg,yes,yes,yes,yes,Missing other removed tests,
11/07/2002 8:08:05,e339b25ef0ff5a30413e878dc38cc09d3565f535,"relaxed OnlyOneReturn rule; removed requirement that the return stmt be the last statement in the method


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1218 51baf565-9d33-0410-a72c-fc3788e3496d",OnlyOneReturnRuleTest.java,testRtnStmtSpillsOverToNextLine,yes,yes,yes,yes,,
12/02/2002 11:00:27,97ee3446f0ab55660ad1495abca5f0ca14cb55c2,"added checks to setup/teardown name checking


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1269 51baf565-9d33-0410-a72c-fc3788e3496d",JUnitSpellingRuleTest.java,test1,no,no,no,no,,
,,,,test2,no,no,no,no,,
,,,,test3,no,no,no,no,,
,,,,test4,no,no,no,no,,
12/31/2002 8:29:58,9a940e0cc57577c730a54adf2582612581cb05af,"fixed bug 660069; thx to mcclain looney for the bug report


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1323 51baf565-9d33-0410-a72c-fc3788e3496d",AvoidReassigningParametersRuleTest.java,testInstanceVarSameNameAsParamButQualifiedWithThis,no,no,no,no,,
01/16/2003 10:38:34,318f675d9428facd1e24f431aebb487092a02909,"Fixed bug 668119


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1339 51baf565-9d33-0410-a72c-fc3788e3496d",OverrideBothEqualsAndHashcodeRuleTest.java,test1,no,no,no,no,,
,,,,test2,no,no,no,no,,
,,,,test3,no,no,no,no,,
,,,,test4,no,no,no,no,,
01/16/2003 13:16:50,97ff599330e71649e5d3573b033e23030a123a8e,"Removed JDBCReportListenerTest, cleaned up imports


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1344 51baf565-9d33-0410-a72c-fc3788e3496d",JDBCReportListenerTest.java,testLongConstructor,yes,yes,yes,yes,,
,,,,testPropConstructor,yes,yes,yes,yes,,
,,,,testSingleViolation,yes,yes,yes,yes,,
,,,,testMultiViolation,yes,yes,yes,yes,,
,,,,testSingleMetric,yes,yes,yes,yes,,
,,,,testMultiMetric,yes,yes,yes,yes,,
01/23/2003 9:46:01,5c82eb9fa8a09dcb05723162ec55ee1a441148e2,"fixed bug 672742


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1366 51baf565-9d33-0410-a72c-fc3788e3496d",UseSingletonRuleTest.java,testUseSingleton1,conflict,no,yes,no,,renamed and modified
,,,,testUseSingleton2,conflict,no,yes,no,,renamed and modified
,,,,testUseSingleton3,conflict,no,yes,no,,renamed and modified
,,,,testUseSingleton4,conflict,no,yes,no,,renamed and modified
02/05/2003 13:58:30,1d466f0ea08691d749454fe924a81998638e30ab,"Updated UnusedModifierRule to catch 'public', too


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1399 51baf565-9d33-0410-a72c-fc3788e3496d",UnusedModifierRuleTest.java,test1,no,no,no,no,,
,,,,test2,no,no,no,no,,
02/12/2003 10:53:10,1e25e87d89b92b55921eafe3805c850ade0cc224,"Added new rule written by Carl Gilbert; thx Carl!


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1431 51baf565-9d33-0410-a72c-fc3788e3496d",ConstructorCallsOverridableMethodRuleTest.java,testCallsPrivateConstructor,yes,yes,yes,yes,,
03/04/2003 9:20:34,49b351ef2788f1b500c3be85033d35d9dda5ebc2,"Fixed bug in IfStmtsMustUseBracesRule; thx to Michael Sutherland for the report


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1499 51baf565-9d33-0410-a72c-fc3788e3496d",IfStmtsMustUseBracesRuleTest.java,test1,no,no,no,no,,
,,,,test2,no,no,no,no,,
03/17/2003 14:32:32,4f30353c160717a878021e1c3d87d20caf93cf4d,"Converted some more rules over to XPath


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1526 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testStringInstantiationRule,yes,yes,yes,yes,,refactored
,,,,testShortMethodName,yes,yes,yes,yes,,refactored
03/17/2003 14:47:23,e7b7cd65a2cb9d0f4e3a9db60ef86d89c67b0b81,"Converted some more rules over to XPath


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1527 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testShortVariable,yes,yes,yes,yes,Missing a removed test,refactored
,,,,testLongVariableRule,yes,yes,yes,yes,,
03/17/2003 15:07:24,e37288fc16edb7964b3d479ac1d058ab21f02c33,"Converted some more rules over to XPath


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1528 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testIfStmtsMustUseBraces,yes,yes,yes,yes,,refactored
,,,,testIfElseStmtsMustUseBraces,yes,yes,yes,yes,,refactored
,,,,testForLoopsMustUseBracesRule,yes,yes,yes,yes,,refactored
,,,,testWhileLoopsMustUseBraces,yes,yes,yes,yes,,refactored
03/21/2003 12:40:26,b18abcb4963ce92e1f2c6a3576202d36e25c6da6,"Rolling in more of Dan's rule conversions


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1576 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testJUnitStaticSuiteRule,yes,yes,yes,yes,,refactored
03/21/2003 12:53:45,f8b657e54ec5b73294717c127f92a59a18777b74,"Rolling in more of Dan's rule conversions


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1577 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testJUnitSpellingRule,yes,yes,yes,yes,,
03/21/2003 12:53:47,c5a4264e5889602edad8a326aba1cf9a2d012cf8,"Rolling in more of Dan's rule conversions


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1579 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testAssignmentInOperand,yes,yes,yes,yes,,
03/21/2003 13:08:33,25dfab0e492f27fd27d3d2a5af0905c8c3f725ce,"Rolling in more of Dan's rule conversions


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1580 51baf565-9d33-0410-a72c-fc3788e3496d",XPathRuleTest.java,testDontImportJavaLang,yes,yes,yes,yes,,
03/26/2003 16:28:35,d2e8f058e54caa887f5d00d13a41d66f2fa4e445,"Initial version of Brian Ewin's new CPD - much, much, much faster


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1612 51baf565-9d33-0410-a72c-fc3788e3496d",CPDTest.java,testBasic,yes,yes,yes,yes,,
,,,,testBasic2,yes,yes,yes,yes,,
,,,GSTTest.java,test1,yes,yes,yes,yes,,
,,,OccurrencesTest.java,testBasic1,yes,yes,yes,yes,,
,,,,testBasic2,yes,yes,yes,yes,,
,,,,testInitialFrequencyCount,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
,,,,testDeleteSolo,yes,yes,yes,yes,,
,,,ResultsTest.java,testBasic,yes,yes,yes,yes,,
,,,TileTest.java,testConstructors,yes,yes,yes,yes,,
,,,,testCopy,yes,yes,yes,yes,,
,,,,testEquality,yes,yes,yes,yes,,
,,,,testContains,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,TokenListTest.java,testHasTokenAfter,yes,yes,yes,yes,,
,,,TokenSetsTest.java,testBasic,yes,yes,yes,yes,,
03/27/2003 14:11:54,5f9f241263f4f601d7cb7dff6e1bbc8ce1011f5e,"More refactoring; reduced memory usage by about 10%


git-svn-id: https://pmd.svn.sourceforge.net/svnroot/pmd/trunk@1625 51baf565-9d33-0410-a72c-fc3788e3496d",TokenEntryTest.java,testBasic,yes,yes,yes,yes,,
,,,TokenListTest.java,testBasic,yes,yes,yes,yes,,
,,,,testAdd,yes,yes,yes,yes,,
,,,,testCode,yes,yes,yes,yes,,
